X,Y,V
1.0,1.0,0.0
8.0,1.0,1.0
11.0,1.0,1.0
14.0,1.0,0.0
18.0,1.0,1.0
24.0,1.0,2.0
25.0,1.0,2.0
31.0,1.0,2.0
33.0,1.0,0.0
37.0,1.0,2.0
43.0,1.0,1.0
48.0,1.0,0.0
51.0,1.0,0.0
56.0,1.0,0.0
59.0,1.0,0.0
64.0,1.0,1.0
67.0,1.0,2.0
69.0,1.0,1.0
76.0,1.0,2.0
78.0,1.0,2.0
83.0,1.0,0.0
86.0,1.0,0.0
89.0,1.0,0.0
96.0,1.0,0.0
100.0,1.0,0.0
3.0,2.0,0.0
6.0,2.0,1.0
12.0,2.0,0.0
15.0,2.0,1.0
18.0,2.0,1.0
22.0,2.0,1.0
25.0,2.0,2.0
29.0,2.0,2.0
35.0,2.0,2.0
40.0,2.0,2.0
41.0,2.0,0.0
48.0,2.0,1.0
52.0,2.0,0.0
54.0,2.0,0.0
59.0,2.0,0.0
61.0,2.0,0.0
68.0,2.0,2.0
71.0,2.0,1.0
74.0,2.0,2.0
77.0,2.0,2.0
84.0,2.0,1.0
86.0,2.0,0.0
92.0,2.0,0.0
95.0,2.0,1.0
100.0,2.0,1.0
4.0,3.0,0.0
5.0,3.0,0.0
10.0,3.0,1.0
14.0,3.0,1.0
18.0,3.0,1.0
21.0,3.0,1.0
27.0,3.0,2.0
29.0,3.0,2.0
35.0,3.0,2.0
39.0,3.0,2.0
44.0,3.0,1.0
47.0,3.0,0.0
50.0,3.0,0.0
56.0,3.0,0.0
58.0,3.0,0.0
62.0,3.0,0.0
68.0,3.0,1.0
70.0,3.0,2.0
73.0,3.0,2.0
78.0,3.0,2.0
84.0,3.0,1.0
85.0,3.0,1.0
90.0,3.0,0.0
93.0,3.0,0.0
99.0,3.0,1.0
2.0,4.0,0.0
6.0,4.0,0.0
9.0,4.0,0.0
15.0,4.0,1.0
19.0,4.0,1.0
24.0,4.0,2.0
26.0,4.0,2.0
29.0,4.0,2.0
36.0,4.0,2.0
39.0,4.0,1.0
43.0,4.0,1.0
45.0,4.0,0.0
50.0,4.0,0.0
56.0,4.0,1.0
60.0,4.0,0.0
62.0,4.0,0.0
68.0,4.0,1.0
72.0,4.0,2.0
74.0,4.0,2.0
80.0,4.0,1.0
82.0,4.0,0.0
85.0,4.0,0.0
91.0,4.0,0.0
95.0,4.0,0.0
97.0,4.0,0.0
4.0,5.0,0.0
5.0,5.0,1.0
12.0,5.0,1.0
13.0,5.0,1.0
20.0,5.0,2.0
24.0,5.0,2.0
28.0,5.0,2.0
31.0,5.0,2.0
34.0,5.0,2.0
39.0,5.0,0.0
42.0,5.0,1.0
48.0,5.0,0.0
51.0,5.0,0.0
54.0,5.0,1.0
59.0,5.0,0.0
63.0,5.0,0.0
65.0,5.0,0.0
69.0,5.0,1.0
73.0,5.0,2.0
77.0,5.0,2.0
82.0,5.0,0.0
87.0,5.0,1.0
91.0,5.0,0.0
94.0,5.0,1.0
100.0,5.0,2.0
3.0,6.0,0.0
5.0,6.0,0.0
12.0,6.0,1.0
15.0,6.0,1.0
19.0,6.0,1.0
23.0,6.0,2.0
27.0,6.0,2.0
29.0,6.0,2.0
35.0,6.0,2.0
40.0,6.0,0.0
42.0,6.0,1.0
47.0,6.0,0.0
49.0,6.0,0.0
54.0,6.0,0.0
58.0,6.0,0.0
64.0,6.0,0.0
65.0,6.0,0.0
70.0,6.0,1.0
74.0,6.0,2.0
80.0,6.0,1.0
84.0,6.0,1.0
85.0,6.0,1.0
89.0,6.0,0.0
96.0,6.0,2.0
97.0,6.0,2.0
4.0,7.0,0.0
6.0,7.0,0.0
12.0,7.0,0.0
14.0,7.0,1.0
18.0,7.0,0.0
23.0,7.0,1.0
25.0,7.0,2.0
31.0,7.0,2.0
35.0,7.0,2.0
40.0,7.0,0.0
44.0,7.0,1.0
47.0,7.0,0.0
50.0,7.0,1.0
54.0,7.0,0.0
58.0,7.0,0.0
64.0,7.0,0.0
66.0,7.0,1.0
69.0,7.0,2.0
74.0,7.0,2.0
77.0,7.0,1.0
81.0,7.0,1.0
85.0,7.0,0.0
92.0,7.0,1.0
95.0,7.0,1.0
99.0,7.0,2.0
2.0,8.0,0.0
7.0,8.0,0.0
9.0,8.0,1.0
16.0,8.0,1.0
19.0,8.0,1.0
24.0,8.0,0.0
25.0,8.0,2.0
30.0,8.0,2.0
35.0,8.0,2.0
38.0,8.0,0.0
42.0,8.0,1.0
45.0,8.0,1.0
50.0,8.0,0.0
53.0,8.0,0.0
58.0,8.0,0.0
63.0,8.0,0.0
67.0,8.0,1.0
71.0,8.0,1.0
74.0,8.0,2.0
80.0,8.0,1.0
81.0,8.0,0.0
86.0,8.0,1.0
89.0,8.0,1.0
94.0,8.0,2.0
100.0,8.0,2.0
2.0,9.0,0.0
8.0,9.0,0.0
10.0,9.0,1.0
15.0,9.0,1.0
18.0,9.0,1.0
22.0,9.0,1.0
28.0,9.0,2.0
32.0,9.0,2.0
34.0,9.0,2.0
40.0,9.0,0.0
42.0,9.0,1.0
47.0,9.0,1.0
52.0,9.0,0.0
54.0,9.0,0.0
59.0,9.0,0.0
62.0,9.0,0.0
65.0,9.0,0.0
69.0,9.0,0.0
74.0,9.0,2.0
80.0,9.0,1.0
81.0,9.0,0.0
86.0,9.0,1.0
91.0,9.0,1.0
93.0,9.0,2.0
99.0,9.0,2.0
2.0,10.0,0.0
8.0,10.0,1.0
11.0,10.0,1.0
15.0,10.0,0.0
17.0,10.0,0.0
22.0,10.0,1.0
28.0,10.0,2.0
29.0,10.0,2.0
36.0,10.0,0.0
38.0,10.0,0.0
43.0,10.0,1.0
47.0,10.0,0.0
50.0,10.0,0.0
54.0,10.0,0.0
59.0,10.0,0.0
61.0,10.0,0.0
67.0,10.0,0.0
69.0,10.0,0.0
75.0,10.0,2.0
79.0,10.0,2.0
81.0,10.0,1.0
88.0,10.0,2.0
90.0,10.0,2.0
96.0,10.0,2.0
97.0,10.0,2.0
1.0,11.0,0.0
6.0,11.0,0.0
9.0,11.0,0.0
14.0,11.0,0.0
19.0,11.0,1.0
21.0,11.0,1.0
27.0,11.0,2.0
29.0,11.0,2.0
33.0,11.0,2.0
39.0,11.0,0.0
44.0,11.0,0.0
45.0,11.0,0.0
50.0,11.0,0.0
56.0,11.0,0.0
60.0,11.0,0.0
63.0,11.0,0.0
66.0,11.0,0.0
70.0,11.0,0.0
75.0,11.0,2.0
79.0,11.0,2.0
82.0,11.0,1.0
85.0,11.0,1.0
89.0,11.0,2.0
96.0,11.0,1.0
98.0,11.0,1.0
2.0,12.0,0.0
6.0,12.0,1.0
12.0,12.0,1.0
13.0,12.0,0.0
17.0,12.0,0.0
22.0,12.0,2.0
26.0,12.0,2.0
31.0,12.0,2.0
34.0,12.0,2.0
38.0,12.0,0.0
44.0,12.0,0.0
45.0,12.0,0.0
51.0,12.0,0.0
55.0,12.0,0.0
58.0,12.0,0.0
64.0,12.0,0.0
66.0,12.0,1.0
72.0,12.0,2.0
