X,Y,V
1.0,3.0,1.0
5.0,2.0,1.0
8.0,3.0,2.0
10.0,3.0,0.0
13.0,1.0,0.0
17.0,3.0,0.0
21.0,3.0,7.0
24.0,3.0,17.0
26.0,1.0,10.0
30.0,2.0,9.0
32.0,2.0,9.0
34.0,3.0,14.0
39.0,2.0,4.0
41.0,3.0,4.0
44.0,2.0,3.0
47.0,1.0,7.0
49.0,2.0,9.0
54.0,1.0,15.0
57.0,3.0,7.0
58.0,2.0,5.0
61.0,3.0,8.0
66.0,2.0,3.0
67.0,3.0,0.0
71.0,3.0,8.0
75.0,3.0,12.0
78.0,1.0,7.0
80.0,2.0,19.0
83.0,1.0,16.0
86.0,1.0,8.0
90.0,3.0,12.0
93.0,3.0,12.0
95.0,3.0,9.0
98.0,1.0,5.0
3.0,5.0,7.0
4.0,5.0,5.0
9.0,4.0,2.0
11.0,4.0,4.0
15.0,5.0,0.0
16.0,4.0,0.0
20.0,6.0,7.0
24.0,5.0,18.0
25.0,6.0,18.0
29.0,6.0,18.0
31.0,4.0,11.0
36.0,6.0,13.0
38.0,6.0,13.0
42.0,5.0,9.0
45.0,4.0,5.0
46.0,6.0,15.0
50.0,4.0,13.0
54.0,4.0,12.0
57.0,4.0,10.0
60.0,6.0,5.0
63.0,5.0,1.0
65.0,6.0,1.0
67.0,6.0,6.0
71.0,5.0,11.0
74.0,5.0,13.0
76.0,4.0,7.0
79.0,4.0,19.0
83.0,6.0,18.0
86.0,5.0,7.0
90.0,5.0,13.0
91.0,6.0,8.0
95.0,5.0,6.0
98.0,5.0,6.0
1.0,8.0,12.0
6.0,7.0,8.0
8.0,7.0,5.0
11.0,8.0,4.0
15.0,7.0,1.0
16.0,8.0,3.0
21.0,9.0,1.0
22.0,7.0,10.0
27.0,7.0,19.0
30.0,7.0,1.0
33.0,7.0,3.0
35.0,8.0,12.0
37.0,8.0,13.0
41.0,9.0,6.0
45.0,8.0,13.0
47.0,8.0,17.0
50.0,9.0,10.0
52.0,7.0,10.0
56.0,7.0,6.0
58.0,7.0,5.0
63.0,9.0,6.0
66.0,8.0,1.0
69.0,7.0,7.0
72.0,8.0,7.0
75.0,7.0,9.0
77.0,9.0,8.0
80.0,8.0,19.0
82.0,8.0,18.0
85.0,7.0,19.0
90.0,8.0,7.0
92.0,8.0,5.0
96.0,7.0,7.0
98.0,7.0,2.0
2.0,12.0,14.0
5.0,12.0,13.0
8.0,12.0,13.0
11.0,10.0,11.0
15.0,12.0,3.0
16.0,12.0,6.0
19.0,12.0,7.0
24.0,11.0,19.0
27.0,10.0,17.0
28.0,10.0,5.0
32.0,12.0,9.0
34.0,11.0,9.0
39.0,10.0,14.0
42.0,10.0,14.0
45.0,11.0,15.0
47.0,10.0,17.0
50.0,12.0,6.0
52.0,12.0,9.0
56.0,12.0,9.0
59.0,11.0,7.0
61.0,11.0,3.0
64.0,11.0,11.0
67.0,11.0,4.0
71.0,10.0,5.0
75.0,11.0,10.0
78.0,10.0,1.0
79.0,11.0,7.0
82.0,10.0,18.0
86.0,10.0,19.0
90.0,10.0,6.0
91.0,11.0,7.0
96.0,10.0,4.0
97.0,12.0,3.0
3.0,14.0,11.0
5.0,14.0,13.0
8.0,14.0,14.0
10.0,13.0,13.0
13.0,15.0,11.0
17.0,14.0,9.0
20.0,15.0,16.0
22.0,13.0,17.0
25.0,14.0,6.0
30.0,14.0,11.0
32.0,15.0,13.0
34.0,14.0,7.0
38.0,14.0,13.0
42.0,13.0,13.0
45.0,13.0,17.0
47.0,14.0,6.0
