X,Y,V
1.0,1.0,0.0
4.0,1.0,0.0
6.0,1.0,1.0
7.0,1.0,1.0
9.0,1.0,1.0
12.0,1.0,0.0
13.0,1.0,0.0
16.0,1.0,0.0
17.0,1.0,0.0
19.0,1.0,0.0
22.0,1.0,1.0
24.0,1.0,2.0
26.0,1.0,2.0
28.0,1.0,2.0
30.0,1.0,2.0
32.0,1.0,2.0
34.0,1.0,0.0
35.0,1.0,0.0
38.0,1.0,2.0
39.0,1.0,2.0
42.0,1.0,1.0
43.0,1.0,1.0
45.0,1.0,0.0
48.0,1.0,0.0
50.0,1.0,0.0
52.0,1.0,0.0
53.0,1.0,0.0
56.0,1.0,0.0
58.0,1.0,0.0
59.0,1.0,0.0
61.0,1.0,1.0
63.0,1.0,1.0
65.0,1.0,1.0
68.0,1.0,2.0
70.0,1.0,1.0
71.0,1.0,1.0
74.0,1.0,2.0
76.0,1.0,2.0
77.0,1.0,2.0
80.0,1.0,1.0
81.0,1.0,1.0
84.0,1.0,0.0
86.0,1.0,0.0
87.0,1.0,1.0
89.0,1.0,0.0
92.0,1.0,0.0
93.0,1.0,1.0
96.0,1.0,0.0
98.0,1.0,0.0
100.0,1.0,0.0
2.0,2.0,0.0
3.0,2.0,0.0
5.0,2.0,0.0
7.0,2.0,1.0
9.0,2.0,1.0
11.0,2.0,1.0
14.0,2.0,1.0
15.0,2.0,1.0
18.0,2.0,1.0
20.0,2.0,0.0
22.0,2.0,1.0
24.0,2.0,2.0
25.0,2.0,2.0
28.0,2.0,2.0
29.0,2.0,2.0
31.0,2.0,2.0
34.0,2.0,1.0
35.0,2.0,2.0
37.0,2.0,2.0
39.0,2.0,2.0
42.0,2.0,1.0
43.0,2.0,1.0
45.0,2.0,1.0
47.0,2.0,0.0
50.0,2.0,0.0
51.0,2.0,1.0
53.0,2.0,0.0
55.0,2.0,0.0
58.0,2.0,0.0
60.0,2.0,0.0
62.0,2.0,0.0
63.0,2.0,0.0
65.0,2.0,1.0
68.0,2.0,2.0
70.0,2.0,2.0
72.0,2.0,1.0
73.0,2.0,2.0
75.0,2.0,2.0
78.0,2.0,2.0
80.0,2.0,1.0
81.0,2.0,1.0
84.0,2.0,1.0
86.0,2.0,0.0
87.0,2.0,1.0
90.0,2.0,0.0
91.0,2.0,0.0
93.0,2.0,0.0
96.0,2.0,0.0
98.0,2.0,0.0
99.0,2.0,0.0
2.0,3.0,0.0
3.0,3.0,0.0
6.0,3.0,1.0
7.0,3.0,0.0
10.0,3.0,1.0
12.0,3.0,1.0
14.0,3.0,1.0
16.0,3.0,0.0
17.0,3.0,1.0
20.0,3.0,1.0
21.0,3.0,1.0
24.0,3.0,2.0
26.0,3.0,2.0
27.0,3.0,2.0
30.0,3.0,2.0
32.0,3.0,2.0
33.0,3.0,0.0
35.0,3.0,2.0
37.0,3.0,2.0
39.0,3.0,2.0
41.0,3.0,0.0
44.0,3.0,1.0
46.0,3.0,0.0
47.0,3.0,0.0
50.0,3.0,0.0
52.0,3.0,0.0
53.0,3.0,0.0
56.0,3.0,0.0
58.0,3.0,0.0
60.0,3.0,0.0
62.0,3.0,0.0
64.0,3.0,0.0
65.0,3.0,0.0
68.0,3.0,1.0
70.0,3.0,2.0
71.0,3.0,2.0
74.0,3.0,2.0
75.0,3.0,2.0
77.0,3.0,2.0
79.0,3.0,1.0
82.0,3.0,0.0
83.0,3.0,0.0
85.0,3.0,1.0
87.0,3.0,0.0
90.0,3.0,0.0
92.0,3.0,0.0
93.0,3.0,0.0
95.0,3.0,1.0
98.0,3.0,1.0
99.0,3.0,1.0
2.0,4.0,0.0
3.0,4.0,0.0
6.0,4.0,0.0
7.0,4.0,0.0
9.0,4.0,0.0
12.0,4.0,2.0
13.0,4.0,1.0
16.0,4.0,1.0
18.0,4.0,2.0
20.0,4.0,1.0
22.0,4.0,1.0
24.0,4.0,2.0
25.0,4.0,2.0
27.0,4.0,2.0
29.0,4.0,2.0
32.0,4.0,2.0
33.0,4.0,2.0
35.0,4.0,2.0
37.0,4.0,2.0
39.0,4.0,1.0
41.0,4.0,0.0
43.0,4.0,1.0
46.0,4.0,0.0
48.0,4.0,0.0
50.0,4.0,0.0
51.0,4.0,0.0
54.0,4.0,0.0
55.0,4.0,0.0
58.0,4.0,0.0
60.0,4.0,0.0
62.0,4.0,0.0
63.0,4.0,0.0
65.0,4.0,0.0
68.0,4.0,1.0
69.0,4.0,1.0
71.0,4.0,2.0
73.0,4.0,2.0
75.0,4.0,2.0
77.0,4.0,2.0
79.0,4.0,1.0
82.0,4.0,0.0
84.0,4.0,0.0
86.0,4.0,0.0
87.0,4.0,0.0
90.0,4.0,0.0
91.0,4.0,0.0
93.0,4.0,0.0
95.0,4.0,0.0
97.0,4.0,0.0
100.0,4.0,1.0
1.0,5.0,0.0
4.0,5.0,0.0
5.0,5.0,1.0
8.0,5.0,0.0
9.0,5.0,0.0
11.0,5.0,1.0
14.0,5.0,2.0
16.0,5.0,1.0
17.0,5.0,1.0
20.0,5.0,2.0
21.0,5.0,1.0
24.0,5.0,2.0
26.0,5.0,2.0
27.0,5.0,2.0
30.0,5.0,2.0
31.0,5.0,2.0
33.0,5.0,2.0
35.0,5.0,2.0
37.0,5.0,2.0
40.0,5.0,0.0
41.0,5.0,0.0
43.0,5.0,1.0
46.0,5.0,0.0
47.0,5.0,0.0
50.0,5.0,0.0
51.0,5.0,0.0
54.0,5.0,1.0
56.0,5.0,0.0
58.0,5.0,0.0
59.0,5.0,0.0
61.0,5.0,0.0
64.0,5.0,0.0
65.0,5.0,0.0
