X,Y,V
1,1,3.0
2,1,1.0
3,1,3.0
4,1,5.0
5,1,6.0
6,1,11.0
7,1,6.0
8,1,7.0
9,1,7.0
10,1,8.0
11,1,7.0
12,1,4.0
13,1,4.0
14,1,5.0
15,1,9.0
16,1,5.0
17,1,3.0
18,1,6.0
19,1,5.0
20,1,3.0
21,1,8.0
22,1,8.0
23,1,12.0
24,1,19.0
25,1,19.0
26,1,19.0
27,1,19.0
28,1,19.0
29,1,19.0
30,1,19.0
31,1,19.0
32,1,14.0
33,1,4.0
34,1,3.0
35,1,3.0
36,1,18.0
37,1,18.0
38,1,17.0
39,1,17.0
40,1,17.0
41,1,18.0
42,1,10.0
43,1,9.0
44,1,9.0
45,1,5.0
46,1,3.0
47,1,3.0
48,1,0.0
49,1,4.0
50,1,5.0
51,1,5.0
52,1,3.0
53,1,1.0
54,1,4.0
55,1,1.0
56,1,2.0
57,1,2.0
58,1,2.0
59,1,2.0
60,1,8.0
61,1,8.0
62,1,6.0
63,1,9.0
64,1,9.0
65,1,7.0
66,1,10.0
67,1,13.0
68,1,14.0
69,1,10.0
70,1,8.0
71,1,10.0
72,1,13.0
73,1,14.0
74,1,15.0
75,1,13.0
76,1,16.0
77,1,13.0
78,1,14.0
79,1,14.0
80,1,9.0
81,1,10.0
82,1,4.0
83,1,4.0
84,1,5.0
85,1,8.0
86,1,4.0
87,1,10.0
88,1,7.0
89,1,3.0
90,1,0.0
91,1,2.0
92,1,3.0
93,1,8.0
94,1,0.0
95,1,2.0
96,1,1.0
97,1,2.0
98,1,1.0
99,1,2.0
100,1,2.0
1,2,5.0
2,2,2.0
3,2,1.0
4,2,6.0
5,2,3.0
6,2,10.0
7,2,8.0
8,2,8.0
9,2,9.0
10,2,12.0
11,2,12.0
12,2,5.0
13,2,7.0
14,2,9.0
15,2,10.0
16,2,5.0
17,2,5.0
18,2,10.0
19,2,11.0
20,2,5.0
21,2,8.0
22,2,12.0
23,2,18.0
24,2,19.0
25,2,19.0
26,2,19.0
27,2,19.0
28,2,19.0
29,2,19.0
30,2,19.0
31,2,19.0
32,2,15.0
33,2,9.0
34,2,7.0
35,2,19.0
36,2,18.0
37,2,18.0
38,2,18.0
39,2,17.0
40,2,17.0
41,2,4.0
42,2,8.0
43,2,10.0
44,2,9.0
45,2,7.0
46,2,3.0
47,2,3.0
48,2,6.0
49,2,3.0
50,2,6.0
51,2,8.0
52,2,5.0
53,2,3.0
54,2,2.0
55,2,3.0
56,2,1.0
57,2,1.0
58,2,2.0
