X,Y,V
1,1,1.0
2,1,0.0
3,1,1.0
4,1,2.0
5,1,3.0
6,1,5.0
7,1,3.0
8,1,3.0
9,1,3.0
10,1,4.0
11,1,3.0
12,1,2.0
13,1,2.0
14,1,2.0
15,1,4.0
16,1,2.0
17,1,1.0
18,1,3.0
19,1,2.0
20,1,1.0
21,1,4.0
22,1,4.0
23,1,6.0
24,1,9.0
25,1,9.0
26,1,9.0
27,1,9.0
28,1,9.0
29,1,9.0
30,1,9.0
31,1,9.0
32,1,7.0
33,1,2.0
34,1,1.0
35,1,1.0
36,1,9.0
37,1,9.0
38,1,8.0
39,1,8.0
40,1,8.0
41,1,9.0
42,1,5.0
43,1,4.0
44,1,4.0
45,1,2.0
46,1,1.0
47,1,1.0
48,1,0.0
49,1,2.0
50,1,2.0
51,1,2.0
52,1,1.0
53,1,0.0
54,1,2.0
55,1,0.0
56,1,1.0
57,1,1.0
58,1,1.0
59,1,1.0
60,1,4.0
61,1,4.0
62,1,3.0
63,1,4.0
64,1,4.0
65,1,3.0
66,1,5.0
67,1,6.0
68,1,7.0
69,1,5.0
70,1,4.0
71,1,5.0
72,1,6.0
73,1,7.0
74,1,7.0
75,1,6.0
76,1,8.0
77,1,6.0
78,1,7.0
79,1,7.0
80,1,4.0
81,1,5.0
82,1,2.0
83,1,2.0
84,1,2.0
85,1,4.0
86,1,2.0
87,1,5.0
88,1,3.0
89,1,1.0
90,1,0.0
91,1,1.0
92,1,1.0
93,1,4.0
94,1,0.0
95,1,1.0
96,1,0.0
97,1,1.0
98,1,0.0
99,1,1.0
100,1,1.0
1,2,2.0
2,2,1.0
3,2,0.0
4,2,3.0
5,2,1.0
6,2,5.0
7,2,4.0
8,2,4.0
9,2,4.0
10,2,6.0
11,2,6.0
12,2,2.0
13,2,3.0
14,2,4.0
15,2,5.0
16,2,2.0
17,2,2.0
18,2,5.0
19,2,5.0
20,2,2.0
21,2,4.0
22,2,6.0
23,2,9.0
24,2,9.0
25,2,9.0
26,2,9.0
27,2,9.0
28,2,9.0
29,2,9.0
30,2,9.0
31,2,9.0
32,2,7.0
33,2,4.0
34,2,3.0
35,2,9.0
36,2,9.0
37,2,9.0
38,2,9.0
39,2,8.0
40,2,8.0
41,2,2.0
42,2,4.0
43,2,5.0
44,2,4.0
45,2,3.0
46,2,1.0
47,2,1.0
48,2,3.0
49,2,1.0
50,2,3.0
51,2,4.0
52,2,2.0
53,2,1.0
54,2,1.0
55,2,1.0
56,2,0.0
57,2,0.0
58,2,1.0
59,2,0.0
60,2,1.0
61,2,1.0
62,2,1.0
63,2,1.0
64,2,2.0
65,2,4.0
66,2,5.0
67,2,6.0
68,2,7.0
69,2,6.0
70,2,6.0
71,2,5.0
72,2,5.0
73,2,7.0
74,2,7.0
75,2,8.0
76,2,7.0
77,2,8.0
78,2,8.0
79,2,7.0
80,2,5.0
81,2,5.0
82,2,3.0
83,2,1.0
84,2,4.0
85,2,4.0
86,2,2.0
87,2,3.0
88,2,3.0
89,2,1.0
90,2,1.0
91,2,0.0
92,2,1.0
93,2,0.0
94,2,1.0
95,2,3.0
96,2,1.0
97,2,2.0
98,2,2.0
99,2,3.0
100,2,3.0
1,3,1.0
2,3,2.0
3,3,0.0
4,3,1.0
5,3,2.0
6,3,5.0
7,3,2.0
8,3,2.0
9,3,3.0
10,3,4.0
11,3,5.0
12,3,4.0
13,3,4.0
14,3,4.0
15,3,4.0
16,3,2.0
17,3,6.0
18,3,6.0
19,3,6.0
20,3,5.0
21,3,5.0
22,3,7.0
23,3,7.0
24,3,9.0
25,3,9.0
26,3,9.0
27,3,9.0
28,3,9.0
29,3,9.0
30,3,9.0
31,3,9.0
32,3,7.0
33,3,2.0
34,3,9.0
35,3,9.0
36,3,9.0
37,3,9.0
38,3,9.0
39,3,9.0
40,3,6.0
41,3,2.0
42,3,5.0
43,3,6.0
44,3,5.0
45,3,2.0
46,3,0.0
47,3,0.0
48,3,2.0
49,3,0.0
50,3,0.0
51,3,2.0
52,3,2.0
53,3,2.0
54,3,0.0
55,3,1.0
56,3,1.0
57,3,1.0
58,3,1.0
59,3,2.0
60,3,1.0
61,3,1.0
62,3,2.0
63,3,1.0
64,3,1.0
65,3,3.0
66,3,2.0
67,3,1.0
68,3,5.0
69,3,6.0
70,3,6.0
71,3,7.0
72,3,7.0
73,3,8.0
74,3,8.0
75,3,8.0
76,3,7.0
77,3,8.0
78,3,7.0
79,3,6.0
80,3,3.0
81,3,3.0
82,3,2.0
83,3,2.0
84,3,4.0
85,3,4.0
86,3,2.0
87,3,2.0
88,3,1.0
89,3,0.0
90,3,1.0
91,3,1.0
92,3,0.0
93,3,0.0
94,3,0.0
95,3,4.0
96,3,3.0
97,3,1.0
98,3,5.0
99,3,5.0
100,3,3.0
1,4,0.0
2,4,0.0
3,4,2.0
4,4,2.0
5,4,3.0
6,4,2.0
7,4,1.0
8,4,0.0
9,4,2.0
10,4,2.0
11,4,4.0
12,4,6.0
13,4,5.0
14,4,7.0
15,4,6.0
16,4,5.0
17,4,7.0
18,4,7.0
19,4,6.0
20,4,5.0
21,4,3.0
22,4,5.0
23,4,7.0
24,4,9.0
25,4,9.0
26,4,9.0
27,4,9.0
28,4,9.0
29,4,9.0
30,4,9.0
31,4,9.0
32,4,7.0
33,4,9.0
34,4,9.0
35,4,9.0
36,4,9.0
37,4,9.0
38,4,9.0
39,4,5.0
40,4,1.0
41,4,3.0
42,4,3.0
43,4,6.0
44,4,6.0
45,4,3.0
46,4,2.0
47,4,0.0
48,4,1.0
49,4,0.0
50,4,0.0
51,4,0.0
52,4,2.0
53,4,3.0
54,4,2.0
55,4,2.0
56,4,3.0
57,4,1.0
58,4,2.0
59,4,1.0
60,4,0.0
61,4,0.0
62,4,0.0
63,4,0.0
64,4,0.0
65,4,0.0
66,4,1.0
67,4,0.0
68,4,3.0
69,4,6.0
70,4,6.0
71,4,7.0
72,4,8.0
73,4,8.0
74,4,8.0
75,4,7.0
76,4,7.0
77,4,7.0
78,4,6.0
79,4,5.0
80,4,3.0
81,4,2.0
82,4,3.0
83,4,2.0
84,4,1.0
85,4,3.0
86,4,2.0
87,4,2.0
88,4,2.0
89,4,3.0
90,4,1.0
91,4,2.0
92,4,0.0
93,4,0.0
94,4,0.0
95,4,2.0
96,4,1.0
97,4,2.0
98,4,4.0
99,4,4.0
100,4,5.0
1,5,1.0
2,5,1.0
3,5,1.0
4,5,0.0
5,5,4.0
6,5,1.0
7,5,1.0
8,5,0.0
9,5,0.0
10,5,1.0
11,5,6.0
12,5,5.0
13,5,5.0
14,5,7.0
15,5,6.0
16,5,4.0
17,5,5.0
18,5,6.0
19,5,5.0
20,5,7.0
21,5,4.0
22,5,6.0
23,5,7.0
24,5,9.0
25,5,9.0
26,5,9.0
27,5,9.0
28,5,9.0
29,5,9.0
30,5,9.0
31,5,9.0
32,5,9.0
33,5,9.0
34,5,9.0
35,5,9.0
36,5,9.0
37,5,9.0
38,5,6.0
39,5,1.0
40,5,1.0
41,5,3.0
42,5,3.0
43,5,3.0
44,5,4.0
45,5,2.0
46,5,2.0
47,5,0.0
48,5,0.0
49,5,0.0
50,5,0.0
51,5,0.0
52,5,3.0
53,5,3.0
54,5,4.0
55,5,4.0
56,5,2.0
57,5,3.0
58,5,0.0
59,5,0.0
60,5,0.0
61,5,0.0
62,5,0.0
