X,Y,V
1,1,7.0
2,1,3.0
3,1,8.0
4,1,14.0
5,1,15.0
6,1,29.0
7,1,16.0
8,1,19.0
9,1,18.0
10,1,22.0
11,1,17.0
12,1,11.0
13,1,10.0
14,1,13.0
15,1,23.0
16,1,13.0
17,1,8.0
18,1,16.0
19,1,14.0
20,1,9.0
21,1,21.0
22,1,20.0
23,1,31.0
24,1,48.0
25,1,49.0
26,1,48.0
27,1,49.0
28,1,49.0
29,1,49.0
30,1,48.0
31,1,48.0
32,1,37.0
33,1,10.0
34,1,9.0
35,1,8.0
36,1,46.0
37,1,46.0
38,1,44.0
39,1,44.0
40,1,44.0
41,1,45.0
42,1,25.0
43,1,24.0
44,1,23.0
45,1,14.0
46,1,9.0
47,1,9.0
48,1,2.0
49,1,10.0
50,1,14.0
51,1,12.0
52,1,9.0
53,1,3.0
54,1,10.0
55,1,4.0
56,1,7.0
57,1,5.0
58,1,5.0
59,1,6.0
60,1,20.0
61,1,20.0
62,1,15.0
63,1,24.0
64,1,24.0
65,1,18.0
66,1,26.0
67,1,34.0
68,1,35.0
69,1,25.0
70,1,21.0
71,1,26.0
72,1,33.0
73,1,35.0
74,1,38.0
75,1,34.0
76,1,40.0
77,1,34.0
78,1,36.0
79,1,36.0
80,1,23.0
81,1,26.0
82,1,12.0
83,1,11.0
84,1,13.0
85,1,21.0
86,1,11.0
87,1,25.0
88,1,17.0
89,1,9.0
90,1,2.0
91,1,7.0
92,1,9.0
93,1,20.0
94,1,1.0
95,1,5.0
96,1,4.0
97,1,5.0
98,1,2.0
99,1,7.0
100,1,7.0
1,2,12.0
2,2,6.0
3,2,4.0
4,2,15.0
5,2,8.0
6,2,26.0
7,2,20.0
8,2,21.0
9,2,24.0
10,2,32.0
11,2,30.0
12,2,14.0
13,2,19.0
14,2,23.0
15,2,25.0
16,2,14.0
17,2,12.0
18,2,26.0
19,2,27.0
20,2,13.0
21,2,21.0
22,2,30.0
23,2,47.0
24,2,49.0
25,2,49.0
26,2,47.0
27,2,49.0
28,2,49.0
29,2,48.0
30,2,47.0
31,2,48.0
32,2,39.0
33,2,24.0
34,2,19.0
35,2,48.0
36,2,46.0
37,2,46.0
38,2,46.0
39,2,43.0
40,2,43.0
41,2,11.0
42,2,20.0
43,2,26.0
44,2,24.0
45,2,18.0
46,2,8.0
47,2,9.0
48,2,17.0
49,2,9.0
50,2,16.0
51,2,22.0
52,2,14.0
53,2,7.0
54,2,5.0
55,2,8.0
56,2,4.0
57,2,3.0
58,2,6.0
59,2,4.0
60,2,9.0
61,2,6.0
62,2,7.0
63,2,9.0
64,2,10.0
65,2,21.0
66,2,26.0
67,2,31.0
68,2,36.0
69,2,33.0
70,2,33.0
71,2,29.0
72,2,29.0
73,2,39.0
74,2,37.0
75,2,40.0
76,2,39.0
77,2,41.0
78,2,41.0
79,2,38.0
80,2,26.0
81,2,26.0
82,2,16.0
83,2,6.0
84,2,20.0
85,2,24.0
86,2,12.0
87,2,18.0
88,2,18.0
89,2,8.0
90,2,5.0
91,2,4.0
92,2,9.0
93,2,3.0
94,2,5.0
95,2,19.0
96,2,6.0
97,2,13.0
98,2,12.0
99,2,15.0
100,2,17.0
1,3,7.0
2,3,14.0
3,3,3.0
4,3,8.0
5,3,11.0
6,3,26.0
7,3,11.0
8,3,10.0
9,3,18.0
10,3,20.0
11,3,27.0
12,3,22.0
13,3,24.0
14,3,20.0
15,3,20.0
16,3,13.0
17,3,30.0
18,3,32.0
19,3,30.0
20,3,25.0
21,3,28.0
22,3,38.0
23,3,35.0
24,3,48.0
25,3,49.0
26,3,48.0
27,3,48.0
28,3,48.0
29,3,47.0
30,3,47.0
31,3,46.0
32,3,38.0
33,3,12.0
34,3,46.0
35,3,49.0
36,3,48.0
37,3,47.0
38,3,45.0
39,3,45.0
40,3,31.0
41,3,10.0
42,3,26.0
43,3,31.0
44,3,27.0
45,3,14.0
46,3,4.0
47,3,3.0
48,3,10.0
49,3,2.0
50,3,3.0
51,3,14.0
52,3,12.0
53,3,12.0
54,3,4.0
55,3,9.0
56,3,7.0
57,3,8.0
58,3,7.0
59,3,10.0
60,3,5.0
61,3,6.0
62,3,13.0
63,3,6.0
64,3,5.0
65,3,15.0
66,3,10.0
67,3,9.0
68,3,29.0
69,3,33.0
70,3,33.0
71,3,35.0
72,3,37.0
73,3,40.0
74,3,40.0
75,3,41.0
76,3,39.0
77,3,41.0
78,3,38.0
79,3,30.0
80,3,19.0
81,3,15.0
82,3,11.0
83,3,10.0
84,3,24.0
85,3,23.0
86,3,12.0
87,3,14.0
88,3,8.0
89,3,4.0
90,3,7.0
91,3,7.0
92,3,3.0
93,3,1.0
94,3,3.0
95,3,22.0
96,3,16.0
97,3,9.0
98,3,25.0
99,3,27.0
100,3,18.0
1,4,2.0
2,4,3.0
3,4,12.0
4,4,11.0
5,4,18.0
6,4,10.0
7,4,9.0
8,4,3.0
9,4,10.0
10,4,12.0
11,4,21.0
12,4,33.0
13,4,28.0
14,4,36.0
15,4,32.0
16,4,27.0
17,4,36.0
18,4,35.0
19,4,31.0
20,4,29.0
21,4,16.0
22,4,29.0
23,4,38.0
24,4,47.0
25,4,48.0
26,4,47.0
27,4,47.0
28,4,48.0
29,4,46.0
30,4,48.0
31,4,49.0
32,4,39.0
33,4,45.0
34,4,46.0
35,4,47.0
36,4,48.0
37,4,48.0
38,4,45.0
39,4,26.0
40,4,9.0
41,4,16.0
42,4,15.0
43,4,30.0
44,4,30.0
45,4,15.0
46,4,11.0
47,4,3.0
48,4,5.0
49,4,1.0
50,4,2.0
51,4,4.0
52,4,13.0
53,4,19.0
54,4,11.0
55,4,12.0
56,4,17.0
57,4,6.0
58,4,11.0
59,4,5.0
60,4,1.0
61,4,3.0
62,4,4.0
63,4,4.0
64,4,1.0
65,4,4.0
66,4,6.0
67,4,2.0
68,4,19.0
69,4,30.0
70,4,34.0
71,4,38.0
72,4,41.0
73,4,41.0
74,4,40.0
75,4,39.0
76,4,38.0
77,4,39.0
78,4,32.0
79,4,25.0
80,4,18.0
81,4,10.0
82,4,16.0
83,4,11.0
84,4,7.0
85,4,15.0
86,4,12.0
87,4,10.0
88,4,11.0
89,4,16.0
90,4,8.0
91,4,13.0
92,4,2.0
93,4,1.0
94,4,3.0
95,4,13.0
96,4,5.0
97,4,14.0
98,4,23.0
99,4,24.0
100,4,27.0
1,5,6.0
2,5,5.0
3,5,6.0
4,5,4.0
5,5,21.0
6,5,5.0
7,5,8.0
8,5,4.0
9,5,4.0
10,5,8.0
11,5,31.0
12,5,29.0
13,5,27.0
14,5,39.0
15,5,31.0
16,5,24.0
17,5,29.0
18,5,31.0
19,5,29.0
20,5,36.0
21,5,24.0
22,5,30.0
23,5,36.0
24,5,47.0
25,5,47.0
26,5,47.0
27,5,47.0
28,5,46.0
29,5,47.0
30,5,47.0
31,5,46.0
32,5,45.0
33,5,45.0
34,5,45.0
35,5,47.0
36,5,49.0
37,5,48.0
38,5,33.0
39,5,6.0
40,5,7.0
41,5,15.0
42,5,17.0
43,5,18.0
44,5,22.0
45,5,10.0
46,5,11.0
47,5,3.0
48,5,3.0
49,5,0.0
50,5,2.0
51,5,4.0
52,5,18.0
53,5,17.0
54,5,23.0
55,5,21.0
56,5,11.0
57,5,17.0
58,5,3.0
59,5,4.0
60,5,4.0
61,5,4.0
62,5,1.0
63,5,2.0
64,5,2.0
65,5,8.0
66,5,4.0
67,5,12.0
68,5,21.0
69,5,26.0
70,5,35.0
71,5,35.0
72,5,37.0
73,5,41.0
74,5,40.0
75,5,40.0
76,5,38.0
77,5,36.0
78,5,32.0
79,5,17.0
80,5,19.0
81,5,8.0
82,5,8.0
83,5,13.0
84,5,11.0
85,5,8.0
86,5,9.0
87,5,16.0
88,5,13.0
89,5,8.0
90,5,20.0
91,5,8.0
92,5,10.0
93,5,6.0
94,5,18.0
95,5,26.0
96,5,22.0
97,5,22.0
98,5,34.0
99,5,35.0
100,5,36.0
1,6,4.0
2,6,5.0
3,6,13.0
4,6,8.0
5,6,5.0
6,6,1.0
7,6,6.0
8,6,4.0
9,6,1.0
10,6,6.0
11,6,21.0
12,6,19.0
13,6,10.0
14,6,32.0
15,6,33.0
16,6,33.0
17,6,29.0
18,6,23.0
19,6,27.0
20,6,28.0
21,6,22.0
22,6,27.0
23,6,36.0
24,6,46.0
25,6,48.0
26,6,46.0
27,6,47.0
28,6,47.0
29,6,47.0
30,6,46.0
31,6,46.0
32,6,47.0
33,6,39.0
34,6,45.0
35,6,46.0
36,6,47.0
37,6,47.0
38,6,3.0
39,6,2.0
40,6,5.0
41,6,14.0
42,6,19.0
43,6,22.0
44,6,18.0
45,6,16.0
46,6,12.0
47,6,5.0
48,6,4.0
49,6,9.0
50,6,5.0
51,6,7.0
52,6,19.0
53,6,13.0
54,6,6.0
55,6,4.0
56,6,6.0
57,6,5.0
58,6,4.0
59,6,9.0
60,6,6.0
61,6,4.0
62,6,4.0
63,6,4.0
64,6,5.0
65,6,8.0
66,6,3.0
67,6,13.0
68,6,29.0
69,6,30.0
70,6,32.0
71,6,39.0
72,6,30.0
73,6,38.0
74,6,40.0
75,6,37.0
76,6,34.0
77,6,26.0
78,6,14.0
79,6,10.0
80,6,18.0
81,6,13.0
82,6,30.0
83,6,23.0
84,6,27.0
85,6,31.0
86,6,32.0
87,6,12.0
88,6,19.0
89,6,13.0
90,6,16.0
91,6,15.0
92,6,3.0
93,6,4.0
94,6,16.0
95,6,32.0
96,6,35.0
97,6,36.0
98,6,37.0
99,6,40.0
100,6,40.0
1,7,5.0
2,7,7.0
3,7,11.0
4,7,3.0
5,7,3.0
6,7,5.0
7,7,7.0
8,7,4.0
9,7,4.0
10,7,4.0
11,7,5.0
12,7,11.0
13,7,21.0
14,7,17.0
15,7,35.0
16,7,33.0
17,7,20.0
18,7,10.0
19,7,9.0
20,7,14.0
21,7,34.0
22,7,30.0
23,7,33.0
24,7,17.0
25,7,49.0
26,7,47.0
27,7,44.0
28,7,45.0
29,7,48.0
30,7,47.0
31,7,48.0
32,7,46.0
33,7,39.0
34,7,45.0
35,7,45.0
36,7,46.0
37,7,7.0
38,7,2.0
39,7,5.0
40,7,11.0
41,7,23.0
42,7,23.0
43,7,10.0
44,7,23.0
45,7,13.0
46,7,16.0
47,7,7.0
48,7,2.0
49,7,9.0
50,7,17.0
51,7,9.0
52,7,19.0
53,7,7.0
54,7,7.0
55,7,8.0
56,7,3.0
57,7,4.0
58,7,3.0
59,7,2.0
60,7,2.0
61,7,8.0
62,7,4.0
63,7,2.0
64,7,16.0
65,7,19.0
66,7,21.0
67,7,22.0
68,7,32.0
69,7,33.0
70,7,34.0
71,7,38.0
72,7,35.0
73,7,30.0
74,7,41.0
75,7,41.0
76,7,37.0
77,7,26.0
78,7,33.0
79,7,5.0
80,7,16.0
81,7,19.0
82,7,21.0
83,7,30.0
84,7,22.0
85,7,11.0
86,7,17.0
87,7,6.0
88,7,28.0
89,7,17.0
90,7,28.0
91,7,13.0
92,7,21.0
93,7,36.0
94,7,22.0
95,7,32.0
96,7,37.0
97,7,33.0
98,7,41.0
99,7,40.0
100,7,40.0
1,8,1.0
2,8,4.0
3,8,6.0
4,8,4.0
5,8,0.0
6,8,2.0
7,8,15.0
8,8,5.0
9,8,18.0
10,8,15.0
11,8,28.0
12,8,9.0
13,8,16.0
14,8,19.0
15,8,27.0
16,8,24.0
17,8,13.0
18,8,10.0
19,8,29.0
20,8,19.0
21,8,15.0
22,8,25.0
23,8,22.0
24,8,0.0
25,8,46.0
26,8,45.0
27,8,44.0
28,8,45.0
29,8,48.0
30,8,46.0
31,8,48.0
32,8,47.0
33,8,39.0
34,8,46.0
35,8,46.0
36,8,2.0
37,8,4.0
38,8,5.0
39,8,8.0
40,8,23.0
41,8,31.0
42,8,22.0
43,8,17.0
44,8,19.0
45,8,23.0
46,8,21.0
47,8,3.0
48,8,3.0
49,8,8.0
50,8,14.0
51,8,13.0
52,8,14.0
53,8,3.0
54,8,5.0
55,8,8.0
56,8,2.0
57,8,15.0
58,8,3.0
59,8,0.0
60,8,0.0
61,8,0.0
62,8,5.0
63,8,9.0
64,8,7.0
65,8,7.0
66,8,16.0
67,8,20.0
68,8,29.0
69,8,24.0
70,8,33.0
71,8,29.0
72,8,30.0
73,8,37.0
74,8,40.0
75,8,39.0
76,8,39.0
77,8,37.0
78,8,27.0
79,8,15.0
80,8,19.0
81,8,15.0
82,8,29.0
83,8,28.0
84,8,20.0
85,8,29.0
86,8,31.0
87,8,10.0
88,8,28.0
89,8,32.0
90,8,22.0
91,8,13.0
92,8,28.0
93,8,36.0
94,8,36.0
95,8,39.0
96,8,39.0
97,8,35.0
98,8,40.0
99,8,41.0
100,8,41.0
1,9,2.0
2,9,2.0
3,9,10.0
4,9,2.0
5,9,4.0
6,9,11.0
7,9,26.0
8,9,10.0
9,9,20.0
10,9,23.0
11,9,13.0
12,9,22.0
13,9,15.0
14,9,19.0
15,9,20.0
16,9,31.0
17,9,31.0
18,9,21.0
19,9,30.0
20,9,28.0
21,9,29.0
22,9,26.0
23,9,25.0
24,9,0.0
25,9,47.0
26,9,46.0
27,9,45.0
28,9,46.0
29,9,49.0
30,9,47.0
31,9,47.0
32,9,49.0
33,9,39.0
34,9,45.0
35,9,5.0
36,9,6.0
37,9,15.0
38,9,7.0
39,9,6.0
40,9,12.0
41,9,19.0
42,9,22.0
43,9,25.0
44,9,30.0
45,9,28.0
46,9,15.0
47,9,19.0
48,9,5.0
49,9,0.0
50,9,2.0
51,9,7.0
52,9,8.0
53,9,4.0
54,9,5.0
55,9,1.0
56,9,4.0
57,9,2.0
58,9,1.0
59,9,0.0
60,9,0.0
61,9,1.0
62,9,7.0
63,9,3.0
64,9,4.0
65,9,8.0
66,9,12.0
67,9,17.0
68,9,20.0
69,9,16.0
70,9,20.0
71,9,19.0
72,9,20.0
73,9,32.0
74,9,40.0
75,9,39.0
76,9,37.0
77,9,31.0
78,9,33.0
79,9,22.0
80,9,25.0
81,9,11.0
82,9,17.0
83,9,8.0
84,9,14.0
85,9,27.0
86,9,20.0
87,9,26.0
88,9,31.0
89,9,29.0
90,9,29.0
91,9,27.0
92,9,29.0
93,9,35.0
94,9,35.0
95,9,39.0
96,9,37.0
97,9,40.0
98,9,39.0
99,9,41.0
100,9,39.0
1,10,5.0
2,10,0.0
3,10,2.0
4,10,10.0
5,10,11.0
6,10,11.0
7,10,29.0
8,10,23.0
9,10,36.0
10,10,19.0
11,10,18.0
12,10,9.0
13,10,10.0
14,10,4.0
15,10,8.0
16,10,14.0
17,10,12.0
18,10,16.0
19,10,13.0
20,10,27.0
21,10,27.0
22,10,27.0
23,10,22.0
24,10,31.0
25,10,46.0
26,10,44.0
27,10,45.0
28,10,48.0
29,10,46.0
30,10,45.0
31,10,46.0
32,10,47.0
33,10,47.0
34,10,38.0
35,10,5.0
36,10,13.0
37,10,6.0
38,10,2.0
39,10,3.0
40,10,13.0
41,10,9.0
42,10,12.0
43,10,16.0
44,10,19.0
45,10,12.0
46,10,4.0
47,10,0.0
48,10,0.0
49,10,0.0
50,10,0.0
51,10,2.0
52,10,2.0
53,10,1.0
54,10,4.0
55,10,2.0
56,10,0.0
57,10,0.0
58,10,0.0
59,10,0.0
60,10,0.0
61,10,9.0
62,10,8.0
63,10,11.0
64,10,2.0
65,10,10.0
66,10,12.0
67,10,12.0
68,10,15.0
69,10,7.0
70,10,18.0
71,10,19.0
72,10,17.0
73,10,29.0
74,10,38.0
75,10,39.0
76,10,36.0
77,10,33.0
78,10,33.0
79,10,34.0
80,10,32.0
81,10,29.0
82,10,37.0
83,10,37.0
84,10,35.0
85,10,35.0
86,10,37.0
